Offer,Terms and Conditions,Link,Image,Eligible Credit Cards,Eligible Debit Cards,Non-Payments-Offers
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,6E Rewards XL IndiGo HDFC Bank Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,6E Rewards Indigo HDFC Bank Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,HDFC Bank MoneyBack Plus RuPay Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,HDFC Bank Moneyback Plus Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,Easy EMI Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,HDFC Bank Business Regalia First Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,HDFC Pixel Go Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,HDFC Pixel Go Rupay Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,HDFC Bank Business Gold Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,HDFC Bank Biz First Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,HDFC Bank World Mastercard Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,CSC Small Business MoneyBack Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,HDFC Bank Titanium Times Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,HDFC Bank Platinum Times Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,HDFC Bank Biz Grow Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,HDFC All Miles Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,HDFC Moneyback Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,HDFC Bank Biz Grow Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,HDFC Bank UPI RuPay Biz Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,HDFC Bank UPI RuPay Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,HDFC Bank Biz Power Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,HDFC Bank Biz Power Visa Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,HDFC Diners Club Privilege Credit Card,,
Bobcard Offer,"Offer Details:

This marketing program (Program) is from BOBCARD under an arrangement with Infiniti Retail Ltd. (Merchant) and is open to all residents of India holding a valid and current BOBCARD Credit Card (Cardholder)
The Validity of the Program (Term) is for 1st Jan 26 to 31st Mar26 unless extended by the Parties and Merchant.


Offer Period: 1st Jan 26 to 31st Mar26.

Proposed Offer Construct for Online (https://www.croma.com):

A) For Full Swipe: 10% instant discount up to Rs 1500 on min purchase of Rs. 10000/-

For EMI: 10% instant discount up to Rs. 2000 on min purchase of Rs. 10000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 10000/-



B) For Full Swipe: Flat Rs 2500 instant discount on min purchase of Rs. 50000/- and above

For EMI: Flat Rs. 3000 instant discount on min purchase of Rs. 50000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 50000/-

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,HPCL BoB ENERGIE,,
Bobcard Offer,"Offer Details:

This marketing program (Program) is from BOBCARD under an arrangement with Infiniti Retail Ltd. (Merchant) and is open to all residents of India holding a valid and current BOBCARD Credit Card (Cardholder)
The Validity of the Program (Term) is for 1st Jan 26 to 31st Mar26 unless extended by the Parties and Merchant.


Offer Period: 1st Jan 26 to 31st Mar26.

Proposed Offer Construct for Online (https://www.croma.com):

A) For Full Swipe: 10% instant discount up to Rs 1500 on min purchase of Rs. 10000/-

For EMI: 10% instant discount up to Rs. 2000 on min purchase of Rs. 10000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 10000/-



B) For Full Swipe: Flat Rs 2500 instant discount on min purchase of Rs. 50000/- and above

For EMI: Flat Rs. 3000 instant discount on min purchase of Rs. 50000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 50000/-

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,IRCTC Bobcard,,
Bobcard Offer,"Offer Details:

This marketing program (Program) is from BOBCARD under an arrangement with Infiniti Retail Ltd. (Merchant) and is open to all residents of India holding a valid and current BOBCARD Credit Card (Cardholder)
The Validity of the Program (Term) is for 1st Jan 26 to 31st Mar26 unless extended by the Parties and Merchant.


Offer Period: 1st Jan 26 to 31st Mar26.

Proposed Offer Construct for Online (https://www.croma.com):

A) For Full Swipe: 10% instant discount up to Rs 1500 on min purchase of Rs. 10000/-

For EMI: 10% instant discount up to Rs. 2000 on min purchase of Rs. 10000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 10000/-



B) For Full Swipe: Flat Rs 2500 instant discount on min purchase of Rs. 50000/- and above

For EMI: Flat Rs. 3000 instant discount on min purchase of Rs. 50000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 50000/-

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,BOB Assure Credit Card,,
Bobcard Offer,"Offer Details:

This marketing program (Program) is from BOBCARD under an arrangement with Infiniti Retail Ltd. (Merchant) and is open to all residents of India holding a valid and current BOBCARD Credit Card (Cardholder)
The Validity of the Program (Term) is for 1st Jan 26 to 31st Mar26 unless extended by the Parties and Merchant.


Offer Period: 1st Jan 26 to 31st Mar26.

Proposed Offer Construct for Online (https://www.croma.com):

A) For Full Swipe: 10% instant discount up to Rs 1500 on min purchase of Rs. 10000/-

For EMI: 10% instant discount up to Rs. 2000 on min purchase of Rs. 10000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 10000/-



B) For Full Swipe: Flat Rs 2500 instant discount on min purchase of Rs. 50000/- and above

For EMI: Flat Rs. 3000 instant discount on min purchase of Rs. 50000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 50000/-

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,Snapdeal Bobcard,,
Bobcard Offer,"Offer Details:

This marketing program (Program) is from BOBCARD under an arrangement with Infiniti Retail Ltd. (Merchant) and is open to all residents of India holding a valid and current BOBCARD Credit Card (Cardholder)
The Validity of the Program (Term) is for 1st Jan 26 to 31st Mar26 unless extended by the Parties and Merchant.


Offer Period: 1st Jan 26 to 31st Mar26.

Proposed Offer Construct for Online (https://www.croma.com):

A) For Full Swipe: 10% instant discount up to Rs 1500 on min purchase of Rs. 10000/-

For EMI: 10% instant discount up to Rs. 2000 on min purchase of Rs. 10000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 10000/-



B) For Full Swipe: Flat Rs 2500 instant discount on min purchase of Rs. 50000/- and above

For EMI: Flat Rs. 3000 instant discount on min purchase of Rs. 50000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 50000/-

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,Bobcard Cashback Credit Card,,
Bobcard Offer,"Offer Details:

This marketing program (Program) is from BOBCARD under an arrangement with Infiniti Retail Ltd. (Merchant) and is open to all residents of India holding a valid and current BOBCARD Credit Card (Cardholder)
The Validity of the Program (Term) is for 1st Jan 26 to 31st Mar26 unless extended by the Parties and Merchant.


Offer Period: 1st Jan 26 to 31st Mar26.

Proposed Offer Construct for Online (https://www.croma.com):

A) For Full Swipe: 10% instant discount up to Rs 1500 on min purchase of Rs. 10000/-

For EMI: 10% instant discount up to Rs. 2000 on min purchase of Rs. 10000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 10000/-



B) For Full Swipe: Flat Rs 2500 instant discount on min purchase of Rs. 50000/- and above

For EMI: Flat Rs. 3000 instant discount on min purchase of Rs. 50000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 50000/-

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,Bank of Baroda ETERNA Credit card,,
Bobcard Offer,"Offer Details:

This marketing program (Program) is from BOBCARD under an arrangement with Infiniti Retail Ltd. (Merchant) and is open to all residents of India holding a valid and current BOBCARD Credit Card (Cardholder)
The Validity of the Program (Term) is for 1st Jan 26 to 31st Mar26 unless extended by the Parties and Merchant.


Offer Period: 1st Jan 26 to 31st Mar26.

Proposed Offer Construct for Online (https://www.croma.com):

A) For Full Swipe: 10% instant discount up to Rs 1500 on min purchase of Rs. 10000/-

For EMI: 10% instant discount up to Rs. 2000 on min purchase of Rs. 10000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 10000/-



B) For Full Swipe: Flat Rs 2500 instant discount on min purchase of Rs. 50000/- and above

For EMI: Flat Rs. 3000 instant discount on min purchase of Rs. 50000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 50000/-

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,Bank of Baroda Premier Credit Card,,
Bobcard Offer,"Offer Details:

This marketing program (Program) is from BOBCARD under an arrangement with Infiniti Retail Ltd. (Merchant) and is open to all residents of India holding a valid and current BOBCARD Credit Card (Cardholder)
The Validity of the Program (Term) is for 1st Jan 26 to 31st Mar26 unless extended by the Parties and Merchant.


Offer Period: 1st Jan 26 to 31st Mar26.

Proposed Offer Construct for Online (https://www.croma.com):

A) For Full Swipe: 10% instant discount up to Rs 1500 on min purchase of Rs. 10000/-

For EMI: 10% instant discount up to Rs. 2000 on min purchase of Rs. 10000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 10000/-



B) For Full Swipe: Flat Rs 2500 instant discount on min purchase of Rs. 50000/- and above

For EMI: Flat Rs. 3000 instant discount on min purchase of Rs. 50000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 50000/-

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,Bank of Baroda EASY Credit Card,,
Bobcard Offer,"Offer Details:

This marketing program (Program) is from BOBCARD under an arrangement with Infiniti Retail Ltd. (Merchant) and is open to all residents of India holding a valid and current BOBCARD Credit Card (Cardholder)
The Validity of the Program (Term) is for 1st Jan 26 to 31st Mar26 unless extended by the Parties and Merchant.


Offer Period: 1st Jan 26 to 31st Mar26.

Proposed Offer Construct for Online (https://www.croma.com):

A) For Full Swipe: 10% instant discount up to Rs 1500 on min purchase of Rs. 10000/-

For EMI: 10% instant discount up to Rs. 2000 on min purchase of Rs. 10000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 10000/-



B) For Full Swipe: Flat Rs 2500 instant discount on min purchase of Rs. 50000/- and above

For EMI: Flat Rs. 3000 instant discount on min purchase of Rs. 50000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 50000/-

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,Bobcard Select,,
Bobcard Offer,"Offer Details:

This marketing program (Program) is from BOBCARD under an arrangement with Infiniti Retail Ltd. (Merchant) and is open to all residents of India holding a valid and current BOBCARD Credit Card (Cardholder)
The Validity of the Program (Term) is for 1st Jan 26 to 31st Mar26 unless extended by the Parties and Merchant.


Offer Period: 1st Jan 26 to 31st Mar26.

Proposed Offer Construct for Online (https://www.croma.com):

A) For Full Swipe: 10% instant discount up to Rs 1500 on min purchase of Rs. 10000/-

For EMI: 10% instant discount up to Rs. 2000 on min purchase of Rs. 10000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 10000/-



B) For Full Swipe: Flat Rs 2500 instant discount on min purchase of Rs. 50000/- and above

For EMI: Flat Rs. 3000 instant discount on min purchase of Rs. 50000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 50000/-

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,Prime Bobcard,,
Bobcard Offer,"Offer Details:

This marketing program (Program) is from BOBCARD under an arrangement with Infiniti Retail Ltd. (Merchant) and is open to all residents of India holding a valid and current BOBCARD Credit Card (Cardholder)
The Validity of the Program (Term) is for 1st Jan 26 to 31st Mar26 unless extended by the Parties and Merchant.


Offer Period: 1st Jan 26 to 31st Mar26.

Proposed Offer Construct for Online (https://www.croma.com):

A) For Full Swipe: 10% instant discount up to Rs 1500 on min purchase of Rs. 10000/-

For EMI: 10% instant discount up to Rs. 2000 on min purchase of Rs. 10000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 10000/-



B) For Full Swipe: Flat Rs 2500 instant discount on min purchase of Rs. 50000/- and above

For EMI: Flat Rs. 3000 instant discount on min purchase of Rs. 50000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 50000/-

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,CMA One Bobcard,,
Bobcard Offer,"Offer Details:

This marketing program (Program) is from BOBCARD under an arrangement with Infiniti Retail Ltd. (Merchant) and is open to all residents of India holding a valid and current BOBCARD Credit Card (Cardholder)
The Validity of the Program (Term) is for 1st Jan 26 to 31st Mar26 unless extended by the Parties and Merchant.


Offer Period: 1st Jan 26 to 31st Mar26.

Proposed Offer Construct for Online (https://www.croma.com):

A) For Full Swipe: 10% instant discount up to Rs 1500 on min purchase of Rs. 10000/-

For EMI: 10% instant discount up to Rs. 2000 on min purchase of Rs. 10000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 10000/-



B) For Full Swipe: Flat Rs 2500 instant discount on min purchase of Rs. 50000/- and above

For EMI: Flat Rs. 3000 instant discount on min purchase of Rs. 50000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 50000/-

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,Indian Navy Varunah Premium Bobcard,,
