Offer Title,Description,Image,Link,Eligible Credit Cards,Eligible Debit Cards,Net Banking,UPI,Non-Payments-Offers
5% cashback on Axis Bank Flipkart Debit Card up to ?750,"What is the Offer? 
5% cashback for spends on Flipkart* applicable only on AXIS BANK FLIPKART Debit Card up to ?750 per month 

What are the Offer Benefits? 
Cashback will be credited to customer?s ADVANTAGE savings account linked to this Debit Card 
It is valid on website, m-site and mobile application of Flipkart 

What is the offer duration? 
Maximum cashback a customer can avail in a calendar month is ?750 

What are the eligibility conditions? 
Cashback shall not be eligible for following spends/transactions on the Axis Bank Flipkart Debit Card 
o Fuel Spends 
o Purchase of gift cards on Flipkart 
o EMI transactions 
o Purchases converted to EMI post facto 
o Purchase of gold items 

How do I avail the offer? 
Use your AXIS BANK FLIPKART Debit Card to make the payment on Flipkart and the cashback will be credited to your ADVANTAGE savings account 
Cashback will be credited within 90 days from the last day of the month in which the spend is incurred 
You will be eligible for the cashback only if you have made spends worth ?3500 in the same calendar month using your Axis Bank Flipkart Debit Card or UPI linked to your Advantage Savings account 

Other Terms and conditions 
For the cashback offer, please refer to the detailed T&Cs given below. To apply/ check eligibility for the Axis Bank Flipkart Debit Card, please click here 

Definitions: For the Flipkart Axis Bank Debit Card (?Card?), the following terms shall, unless the context otherwise admits, shall have the following meanings: 
? Cashback shall mean money awarded in the customer?s savings account under the cashback scheme. 

* Valid on the website, m-site as well as mobile application of Flipkart. Flipkart and Flipkart entities ? Flipkart 

? Cashback shall not be eligible for following spends/transactions on the Card, 
o Fuel Spends 
o Purchase of gift cards on Flipkart 
o EMI transactions 
o Purchases converted to EMI post facto 
o Wallet loading transactions 
o Purchase of gold items 
o Cash advances 
o Payment of outstanding balances 
o Payment of card fees and other card charges 

? In case the purchase / transaction is returned / cancelled / reversed post statement generation date, cashback toward such transactions will be debited on the date of such purchase/ transaction reversal. 

? In case of conversion of a transaction to EMI at a later date, cashback earned on such transaction will be reversed during EMI conversion. Any post-transaction EMI conversions may lead to a revision or adjustment of the customer's maximum cashback limit under this offer. 

? In case the customer reverses a transaction, the corresponding cashback earned on the transaction will also be reversed 

Axis Bank may temporarily prohibit any customer from earning cashback or using any features of the program. 
The terms and conditions mentioned in the document can be revised or terminated at any time with 30 days prior notice. 
The cashback shall not be applicable if the Card has been withdrawn or cancelled or is liable to be cancelled or the account of the Card member is a delinquent Account. 
Axis Bank?s computation of the Cashback shall be final, conclusive and binding on a Card member and will not be liable to be disputed or questioned. 
The terms contained in this document shall be in addition to and not in derogation of the Most Important Terms and Conditions document. 
The cashback proposition is made available at the pleasure of Axis Bank and Axis Bank expressly reserves the right at any time and with notice to Card members, to add to and/or alter, modify, change or vary all or any of these Terms and Conditions or to replace wholly or in part, the Cashback Scheme by another scheme, or to withdraw it altogether. 
Without prejudice to anything contained in the Terms and Conditions, all disputes, if any, arising out of or in connection with or as a result of the Rewards Scheme or otherwise relating hereto shall be subject to the exclusive jurisdiction of the competent courts / tribunals at Mumbai. 
In the event the user returns any/all products in the order placed during the Offer Period, thereby not maintaining the minimum purchase value, as required to avail the Offer, he/she shall not be eligible for the Offer. Accordingly, the amount availed as a discount under the Offer shall stand deducted from any refund(s) processed for the returned product(s).",,,,Axis Bank Flipkart Debit Card,,,
"5% cashback on Flipkart Axis Bank Credit Card upto ?4,000 per statement quarter","What is the Offer? 
5% cashback on Flipkart* applicable only on Flipkart Axis Bank Credit Card 

What are the Offer Benefits? 
Get 5% cashback on eligible spends on Flipkart up to ?4,000 in a statement quarter 
Cashback will be credited to customer?s credit card account under the cashback scheme 
The offer is valid on website, m-site and mobile application of Flipkart 

What is the offer duration? 
Maximum cashback which you can avail in a statement quarter is ?4,000. Statement quarter is defined based on your statement date. For e.g. if your statement date is 15th of every month, then: 
1st Quarter: 16th March-15th June 
2nd Quarter: 16th June-15th September 
3rd Quarter: 16th September-15th December 
4th Quarter: 16th December-15th March 

What are the eligibility conditions? 
Cashback shall not be eligible for following spends/transactions on the Flipkart Axis Bank Credit Card 
Purchase of gift cards on Flipkart 
EMI transactions 
Purchases converted to EMI post facto 
Purchase of gold items 
Bill Pay and Recharges 
The minimum transaction value to be eligible for cashback is ?100 
Cashback is capped to ?4,000 per statement quarter 

How do I avail the offer? 
Use your Flipkart Axis Bank Credit Card to make the payment on Flipkart and the applicable cashback will be credited to your credit card account 
Cashback earned for the purchases during the current billing cycle will be credited in the next billing cycle 3 days prior to the statement generation date i.e. if the statement date is 15th March, cashback earned in the February month cycle (16th Jan-15th Feb) will be credited on 12th March 

Other Terms and conditions 
For the cashback offer, please refer to the detailed T&Cs given below. To check your eligibility for the Flipkart Axis Bank Credit Card, please click here 
You can earn up to ?4,000 cashback per statement quarter on your Flipkart purchases. 
The cashback will be rounded down for each individual transaction. For e.g., If for a transaction of ?1180, the customer is eligible for a cashback of 1% i.e., 1180 * 1% = ?11.8. Only ?11 will be credited to the customer for that individual transaction. 
The cashback applicable amount shown on Flipkart?s payment page is for illustration only, calculated based on a calendar quarter. The actual cashback you earn will be calculated by the Bank, based on your statement quarter. Your statement quarter is determined by your billing date and may not match a calendar quarter. 
Axis Bank?s computation of the Cashback shall be final, conclusive and binding on a Card member and will not be liable to be disputed or questioned. Flipkart will not be responsible for any differences between the applicable cashback displayed on the payments page, and the actual cashback credited by the Bank given the statement quarter can be different for each customer. 
Cashback earned will be computed based on spends during the statement period minus any returns or refunds during the same period. 
Gold and Jewellery purchases on Flipkart will not be eligible for cashback. Any transaction on Flipkart which includes Gold & Jewelery will not earn cashback. 
In case the purchase / transaction is returned / cancelled / reversed post statement generation date, cashback toward such transactions will be debited on the date of such purchase/ transaction reversal. 
In case of conversion of a transaction to EMI at a later date, cashback earned on such transaction will be reversed during the same billing cycle as EMI conversion 
The cashbacks earned/reversed during a billing cycle will be visible in the monthly credit card billing statement. 
Nothing contained in the cashback proposition shall be construed as a binding obligation on Axis Bank, Flipkart or any participating Merchant Partner to continue the Cashback Scheme after the Scheme Termination Date or to substitute the Cashback Scheme by a new or similar scheme. 
Axis Bank may temporarily prohibit any customer from earning cashback or using any features of the program. 
The terms and conditions mentioned in the document can be revised or terminated at any time with 30 days prior notice. 
The cashback shall not be applicable if the Card has been withdrawn or cancelled or is liable to be cancelled or the account of the Card member is a delinquent Account. 
The cashback proposition is made available at the pleasure of Axis Bank and Axis Bank expressly reserves the right at any time and with notice to Card members, to add to and/or alter, modify, change or vary all or any of these Terms and Conditions or to replace wholly or in part, the Cashback Scheme by another scheme, or to withdraw it altogether. 
Without prejudice to anything contained in the Terms and Conditions, all disputes, if any, arising out of or in connection with or as a result of the Rewards Scheme or otherwise relating hereto shall be subject to the exclusive jurisdiction of the competent courts / tribunals at Mumbai. 
In the event the user returns any/all products in the order placed during the Offer Period, thereby not maintaining the minimum purchase value, as required to avail the Offer, he/she shall not be eligible for the Cashback Offer.",,,Flipkart Axis Bank Credit Card,,,,
Flat ?20 cashback using Paytm UPI,Get assured ?20 cashback on Flipkart payments via Paytm UPI for new or dormant users. Min order ?49. Cashback via scratch card. Valid once per Paytm account.,,https://www.flipkart.com,,,,Paytm UPI,
Up to ?30 cashback using BHIM UPI,"Get up to ?30 cashback on Flipkart payments using BHIM UPI. Min order ?199. ?30 for new users, ?10 for repeat users. Valid once per BHIM account.",,https://www.flipkart.com,,,,BHIM UPI,
"5% cashback up to ?4,000 per quarter on Flipkart SBI Credit Card","Get 5% cashback on Flipkart spends using Flipkart SBI Credit Card (Non-EMI). Cashback capped at ?4,000 per calendar quarter. EMI and gold excluded.",,https://www.flipkart.com,Flipkart SBI Credit Card,,,,
Extra ?500 off on BOBCARD EMI (6+ months tenure),"Extra flat ?500 discount on BOBCARD EMI transactions with tenure 6 months or more on orders ?25,000+. Valid Feb 1?28, 2026. Not applicable on NetBanking, UPI, Debit Cards.","data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBxIQEBUSEhIVFRUXFxUXGBUVFRgVFRcVFRUXFxcVFRUYHSggGBolHRUVITEhJSkrLi4uFx8zODMtNygtLisBCgoKDg0OGxAQGy0mICYtLS0vLS0tLS0tLTEtLS0tLS0tLS0tLS0tLS0tLS0tLS0tLS0tLS0tLS0tLS0tLS0tLf/AABEIAMAAwAMBEQACEQEDEQH/xAAbAAEAAgMBAQAAAAAAAAAAAAAAAgUBAwQGB//EADwQAAIBAgIGBggFAwUBAAAAAAABAgMRBAUSITFBUWEGcYGRwdEyUlOSobHh8BMWIkLCBxVDIzNigrIU/8QAGwEBAAIDAQEAAAAAAAAAAAAAAAEGAgQFAwf/xAA9EQACAQMBBAcFBQcEAwAAAAAAAQIDBBEFEiExUQYTQZGhwdEyYXGx4RQWIlKBM0JDU2Oi8BVikvEjJIL/2gAMAwEAAhEDEQA/APuIAAAAAAAAAAAIymltdiG0t7BpnjILf99pq1b+3p+1NGapyfYaZZlHcjRnrltHhlmaoSIf3Pl9954PpBS/IzL7O+Zj+58vvvIXSGn+R94+zvmTjmS3o94a7bv2soxdCRuhjYP78jdpajbVN0ZIwdOS7DfGonsaNxSUllGBIkAAAAAAAAAAAAAAAAAAAA1Vq8Y7WeNa4p0VmbwSot8DgrZi/wBpwLnXuyiv1ZsRoczjnVb3nDrXtes8zkz3jCK4Gs1TIAAAAAAAE41Gt570rqtSeYSaIcU+J10cwa26zt22vTW6ss+9HhKguwsKOJjLYywW93SrrNNmvKDjxNxsmIAAAAAAAAAAAAAMN22gFfisfuj3nCv9ZjSexS3vn2I96dHO9ldObe0q1avUrS2pvLNpRS4ETyJAAAAJAAAAAAAAAMxk1sM6dSVOW1F4YaT4nfhcwtqkWSx1vLUK/f6mrUodsSyhJNXRY001lGsSJAAAAAAAAABGc0ldkSkorL4AqcZjHJ2WwqWpas6rdOk8R58zbp0sb2cZwjYAAAAAAAABIAMAAAAAAAAA6cLinB8jradqc7Z7Mt8fkeNSkpb1xLmlVUldFyp1I1IqUHlM0mmnhkzMgAAAAAAw3bWAU+Oxek7LYVHVtT659VTf4Vx9/wBDcpUsb2chwj3AABIAMAAAAAAAAAAC4AuME4MXJwMC4AAOjB4pwfI6um6g7aezL2X4e88qtLbWVxLyE1JXRc4yUkpLgc9rBIyAAAAAK3MsT+1dpwNav+qj1MOL4+5fU2KFPP4mVhUzcAAAAAAAAAFwBcYJwYuTgYFwAAASAAAADAAJBYZbirPRewsWi3+H1E/09DUuKf7yLcs5qAAAGnFVtCLZ4XNeNClKpLsMox2ngopSu7nz+tVlVm5y4s6KSSwiJ5kgAXAFycE4MXGBgAAEgAAAAwAAASAAYbCTfAGQBcAxcEhSJi3F5RGC+y+vpw5ovdhdfaKKn28H8Tm1YbEsHUbp5gAqM1rXlo8PmVjXrnMlRXxfkbdtDdtHBcrhtAAAkAAAAGAASAAAAAADgzHN6VBfqev1Vt7Tsabod1f76axH8z4fpzNK71Cjbe29/JcTzGN6W1JaqaUV3v4/Qu9n0Qs6SzWbm+5dy82yu19drT3U1srvZT180rT9KpJ9pYKOnWlH9nTivgkcupeV6ntTb/U0OtP1pd7NvZjyPDalzN+DzOtSd4TfU3dPk0ad5pttdwca0E/f2r4M2KF5WoSzCT8j6FlmNVelGotV1rXB7133Pj2o2crO5nQf7r8OzwL5a11XoxqLtX/Z1Gke4JJOvLK+jO25nZ0W56ut1b4S+fYa9zDMc8i+Lec8jUnZN8CG8LLB52pO7bPn1zWdarKo+1nUhHZWCJrmRgAEgAAAAAAxcAXBIuAYAPP9Ic/VK8KbvPe+HV9/S59Hujf2jFxcr8PYufvfu5c/hx4Oqat1OaVL2u18vr/nw8VVqym7ybbPo8IRhFRisIqUpOTzIiZEGAQZBIAPW9EK/wDpNerL4NL6nzbphQUbyM/zR8U2vlguGgVNq3ceT+f+M9RGV1cpzWDvGQDMXYyhJwkpLiiGsrB6TC1NKCfI+gUaqq04zXasnJlHZbRpzOdqb56jW1Kr1VtOXux37jKkszRRlEOkABcAxcAXBJi4AAAAABJIGBgqukOZ/gU9T/VLUuXMsXR3SPt1xtTX4I8fe+xev1OXqt99mpYj7T4ep8+qTcnd7T6wkksIozbbyyJJAAMxV3ZK/IiUlFZbwiUm3hHbTyevLZTfbaPzORV1/Tqbw6q/TL+SZ0IaVdzWVB/rhfM3RyGu36CXXKPga8ulGmpbpt//AC/NI9Vot437Pij0WSZa6EGm05Sd3bYrbFz3lH17Vo6jWUoLEYrCzxfvLLpdg7Sm1J5bfZwLajUs+RwZLJ0zrPMkAF1k1S8GuDLjotXbtscm15+ZzrmOJkM6lqijy16eLdR5v1FsvxFTcqJvgAAAAEkgYGDAwMAkkAAAAHzzpHjvxqz16lqR9i0KwVnZwhje97+L9OH6FB1O5de4k+xbkVZ2DnAAlCDk0krtuyXNmFSpGnBzm8JLLZnCDnJRjxZ7LKssjRjsTnvl4Lgj5Tq+s1r+o9+ILhHzfN/LsLzYadTtYc5dr9PcWBxTok0QSACSIBvoT3GMkZG4wBZZJL9UlyLJoE/bj8H8zSu1wZnO/Sj1P5k9IH+Gmvj5GNouJXFZwbuDAAJJAAAAAAAAAAByZrX/AA6M5cIv46vE6Wj232i9pU/fn9Fv8jUvqvVW85+757j5pKV3c+0LcfPHvMXAABcdGMPpVXLdFfF6l4lW6WXTpWipLjN+C3vxwdvQaG3Xc3+6vF/4z1h81LiggTgmQDJAJIGSJIEm6EjBoFjk3+72M7egv/zSX+3zRqXnsr4m7O/Sj1P5mx0gW6m/j5HnadpWlaN0AAAAAAAAAAGAAAUfTCto4e3rNdy2/NFs6H0Nu9c3+7Hxb/7OJr9TZt1Hmzwh9OKYAAAep6J0rU5S4yt2JfVnzrphW2rqFPlHPe/oi3dH6eKEp838kXZUSwEooAmQQZRBKJIEkkQSZTBJaZI71OxnZ0KP/nk/9vmjUvPYXxOnPI64vrRva9DNCMuT+aPC1f4mirKob4AABGc1FXewzhCU5bMeJEpKKyzhrZ1QhqlUSfCz8jrUej+oVVmNPd8V6mjU1S1hulPwZyVOlGHW+T6l9Tfp9EdQlx2V8W/JM1Za7arhl/p9TlqdMKS2Qk+23gbtPoXWft1Uvgm/NGvLpDTXswffj1NP5yXsn7yNj7k/1v7fqeX3jX8vx+g/OS9k/eH3J/rf2/UfeP8Ap+P0H5yXsn7yH3J/rf2/UfeNfy/H6FVnud//AEqKUXHRvvvtO9omiLTdv8e05Y7McM+98zmalqX2zZWzjBTXO8coySAAXeWZ4qNNQ0G7X1323dyq6n0ad7cyrurjON2zwwsczu2Wsq2oqlsZxnfn3/A6vzNH2b7zQ+5n9b+36m3941/L8foW2V5hGvFuN007NPair6rpdXT6qpzeU96fM7NlfQu6e3HdjijuOWbpJAkkgSZRAMpAktMhjeo3wXzLBoMN85fBfM0r17kjvzqF6d+DXx1M6eqUustZrlv7jWoSxURSFIOoLkjBi4GBcDBGpBSVpJNcGr/MzhUlB5g2n7txEoRksSWSuxGAwj9KFJd0X8LHZt73V4/s5VH3y+eTn1bawftqHginzPKcHoSdOajKzslO6b4a7li0zUtadaCrwbhnfmOGlz7OBybyz05U5OnJKXZiWfU8kXorAAAAAAAAAAAAB6Hoo2tN84+PmUbpi05Uo9uJeXoWno5F7NR/DzPVQldXKK1gsqRJEAkiCSQJMoEou+j9PVKXF27i16LT2bfa5v6HMvJZqY5FliaenCUeKZ15RUk0zWTxvPLrnt39Z8/rU3SqOD7Hg7MZbSTQPIkjOoltaXW7HpClOfsRb+CyYynGPtPBrljKa21Ie8jZjp13LhSn/wAX6Hi7uguM496NE82oLbVj3mxDQ9QlwpS+XzPKWpWseM0c2IzfBy9KUJcnG/zRvUND1iH7OLj8JJfJmtV1LT5e00/0z80VmIxWXS201/1jo/8Alo7VCx6Qw4Vf+Tz80znVbnSZcYdyx8mjydayk9F3V9T5bi8Q2tlbXHtKzLG09ngQuZGIuSAAABcAXAMgAhvAPX5LhXSpJPa/1Pt3d1j5Zr19G7vHKDzFfhX6dvfn9C+aTau3tlGXF73/AJ8C0oTszhyWTpnUeYJJEEkgSCUsvCJ4HqMro6FKKe3a+tl8tqXVUow5I4lSW1Js6z2MDzmZ0dCq+EtfmVbXLfZqqquD+a+h0LSeY7PI5ThG2a61PSXMyTwMHBOkt8V2o2I1Zrg33nm4RfFGuWFpv9kfdR6xvLhcKku9mDt6T4xXciDwFJ/4qfuLyPZaneR4Vp/8n6nm7K3fGnHuRreVUH/ij3HqtZv1/Gl3mD061f8ADXcReTUPZrvfmeq1/UV/Ffh6Hm9Ks3/DXj6mP7Lh/Zrvl5k/eDUf5r7l6D/SbP8AJ8/U04vKaEYSl+GlZPXd7d2829P1nUK9zTpuq8NrO5cO3s5GvdadaUqMp7HBPn+naeNZ9MKUAAAWGS4aNSo1JXSi3y4eJwukN9UtLVSpPEm0vm2dXR7WFxXamspLJerK6Ps13vzKT/r2ofzX3L0LR/pNn+RePqbqGX0oO8YJPjt7rnhcateV4bFSo2uXD5HrS0+2pS2oQWf85najmG4bIkMnBvoy3GDRkb0YBmUSDowVDTqRj2vqR0tKt+tuE3wjv9DwuqmzDHM9UkXA5JkA4c3w2nTutsda8jVvLdXFFw7vielKexJM8+nco0ouLcXxR108rKMmJJpr0r61tMosYOU9DEAAAAAArOkdXRw8ueosXRej1l+pflTfl5nI1upsWrXNpeZ4a59OKSZuALgHoOjNPVOXFpdyv4oo/S6tmdOlyTffuXyZaOjtL8M5/Bf53l6kUwspsiiGCcUYkk0QSbEQTg3wZgSTQBfZFhrRc2tcvkXHTLXqKKzxe9+hybiptz3cEWp0TXAAAPO5rhfw56S9GXwZXNZst/Xw/X1N+1q/uP8AQ4rleN7AuAaKtPeZJkYNdjIYFgMCwGDFgMHnOmVW0YR4tsvPQ6j+1qv3LzfzRV+kVT2IfFnlC8FYAAAPW5DS0aEed33vySPmPSOt1l/NflwvDPzbLxotPYtIvnllnFHCZ1jYjElImkCScUYkk0jEG2CIB25dhHVnb9q2+R19JsutqdbL2V4v6GrdVtmOyuLPUxVlYtRyzIAAABqxFFTi4vYyJJSWGSnjejzGJoOnLRfY+P1KdqNg7aeV7L4eh1aFZVFv4ms5psAA0ygZJjBixJGBogGNEDB4jphWvX0fVSXfr8z6f0Xo9XYKX5m35fJFI1ypt3TXJJFFcsZxjNwBcA95hKWjCMeCS7kfHbyt11xOpzk33s+kW1Lq6MYckl4HSkap7okkQSbEiCSaMWDZFEEm+jSlOWjHb8lxNqztJXM9lcO1njWqqnHLPVYHCqlBRXa+ZcqVONOChHgjkSk5PLOg9DEAAAAAA58bhI1Y2Z51aUasXCaymZRk4vKPNYmhKnLRl2Pc/JlRv9PnbSyt8efqdWhXVRe81nONgNAEGiQLAgWAPmmc1tOvOX/Jn2fT6PU2tOnyil4Hze8qdZXnPm2cRuGsADoy+np1YR4yXde7+BpajW6m1qVOUX343eJs2dPrK8Ic2j3cT5CfRjYQSTiiGSTMQbIogk3YejKctGK1/Bc2bVpZzuZYjw7WeVWtGmss9Rl2AjSjxe9va2W63t4UIbEDkVKjm8s7T3MAAAAAAAAADTicNGorSVzGUVJYksolNp5R57GZfOk9V5R72vMrl7o7j+OhvXL0OhRu090+85IyT2HCaaeGbyMkAWANGMqKFOUuEW+22o27Cj11zTp85LuzvNe7qdXQnPkmfK6krtvi2z7QlhHzZ72YJAALXozS0q6fqxb/AI/yK70nrdXYOP5ml5+R2NCpbd2nyTfl5nsYo+bF3JpEEmyKMWCSIB3YHL51XvjHi9r6jq2elTq/iqbo+LNWtdRjujvZ6bBYKNJWiizU6UKcdmCwjmyk5PLOozMQAAAAAAAAAAADEop7QCsxmTxlrj+l8V5bzTubCjce0t/NcT2p150+BTV8JUp+lG64x8UV+40etT3w/EvHuN+ndwl7W40Kd/vX3HLlCUXiSwbaafAqulNfQw0udl4+B3ujFDrNQi/ypvy8zka5V2LRrm0vPyPnZ9TKIAAAej6I0tU5dUfF/NFJ6X1t9Kkve/JeZaOjlP26nwXm/I9JEpJZySfEJN7kDtw2BqVPRjZcZavhtN+hpdepvawvf6HhUuoR4by8wGRRjZz/AFPnsXUju22nUaG/GXzZoVLic93YXMIJKyRvngSAAAAAAAAAAAAAAAAABiUU9oBx4nLKc9sV98zzqUadRYmkzKM5R4Mos56HwxENHTnFLXqd1fmn5mVhTp2VR1KUd73HjeQd1BRm+B5nE/01mr6FZPgpQt8U/A7UdW/NHxOVLSfyy8Dgl/T3FbpU+1yX8T1Wq0u1Pw9TyelVexrx9BH+nuK9al2OT/iS9Vpcn4epC0qrzXj6Hosk6IVaNPRlON7tuye/Vtb4JFX1W2+3XHW5wsJJf572d/T/AP1KPV8XnJdUejS/dKT7dH5azVp6TQjxyzaldzfDcWeFyelT2RV+Ntfeb1OhTp+xFI8JVJS4s7owS2I9jAkAAAAAAAAAAf/Z",https://www.flipkart.com,HPCL BoB ENERGIE,,,,
