Offer Title,Image,Description,Link,Eligible Credit Cards,Eligible Debit Cards,Non-Payments-Offers
"Flat 8% OFF (Up to Rs. 7,500)",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Sep/77c65f3c6ae527a7197f10f0b8020da4.jpg,IDFCEMI,https://www.yatra.com/offer/details/idfc-first-bank-emi-offer,IDFC First SWYP Credit Card,,
"Flat 8% OFF (Up to Rs. 7,500)",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Sep/77c65f3c6ae527a7197f10f0b8020da4.jpg,IDFCEMI,https://www.yatra.com/offer/details/idfc-first-bank-emi-offer,IDFC First Select Credit Card,,
"Flat 8% OFF (Up to Rs. 7,500)",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Sep/77c65f3c6ae527a7197f10f0b8020da4.jpg,IDFCEMI,https://www.yatra.com/offer/details/idfc-first-bank-emi-offer,IDFC First Wealth Credit Card,,
"Flat 8% OFF (Up to Rs. 7,500)",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Sep/77c65f3c6ae527a7197f10f0b8020da4.jpg,IDFCEMI,https://www.yatra.com/offer/details/idfc-first-bank-emi-offer,IDFC First Wow Credit Card,,
"Flat 8% OFF (Up to Rs. 7,500)",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Sep/77c65f3c6ae527a7197f10f0b8020da4.jpg,IDFCEMI,https://www.yatra.com/offer/details/idfc-first-bank-emi-offer,IDFC Mayura Credit Card,,
"Up to Rs. 10,000 OFF",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Sep/74a3e3d17fe5eec18188b043a537674a.jpg,YATRAAU,https://www.yatra.com/offer/details/au-credit-card-offer,AU Altura Credit Card,,
"Up to Rs. 10,000 OFF",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Sep/74a3e3d17fe5eec18188b043a537674a.jpg,YATRAAU,https://www.yatra.com/offer/details/au-credit-card-offer,AU Bank Altura Plus Credit Card,,
"Up to Rs. 10,000 OFF",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Sep/74a3e3d17fe5eec18188b043a537674a.jpg,YATRAAU,https://www.yatra.com/offer/details/au-credit-card-offer,AU Bank InstaPay Credit Card,,
"Up to Rs. 10,000 OFF",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Sep/74a3e3d17fe5eec18188b043a537674a.jpg,YATRAAU,https://www.yatra.com/offer/details/au-credit-card-offer,AU Bank Zenith+ Credit Card,,
"Up to Rs. 10,000 OFF",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Sep/74a3e3d17fe5eec18188b043a537674a.jpg,YATRAAU,https://www.yatra.com/offer/details/au-credit-card-offer,AU LIT Credit Card,,
"Up to Rs. 10,000 OFF",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Sep/74a3e3d17fe5eec18188b043a537674a.jpg,YATRAAU,https://www.yatra.com/offer/details/au-credit-card-offer,AU Vetta Credit Card,,
"Up to Rs. 10,000 OFF",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Sep/74a3e3d17fe5eec18188b043a537674a.jpg,YATRAAU,https://www.yatra.com/offer/details/au-credit-card-offer,AU Zenith Credit Card,,
"Up to Rs. 10,000 OFF",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Sep/74a3e3d17fe5eec18188b043a537674a.jpg,YATRAAU,https://www.yatra.com/offer/details/au-credit-card-offer,Ixigo AU Travel Credit Card,,
"Flat 10% OFF (up to Rs. 7,000)",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Jul/30c98bcb522eacf30577032cab4e0749.jpg,YRBOBCCEMI,https://www.yatra.com/offer/details/BOBCARD-emi-offers,Bank of Baroda Premier Credit Card,,
"Flat 10% OFF (up to Rs. 7,000)",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Jul/30c98bcb522eacf30577032cab4e0749.jpg,YRBOBCCEMI,https://www.yatra.com/offer/details/BOBCARD-emi-offers,BOB Assure Credit Card,,
"Flat 10% OFF (up to Rs. 7,000)",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Jul/30c98bcb522eacf30577032cab4e0749.jpg,YRBOBCCEMI,https://www.yatra.com/offer/details/BOBCARD-emi-offers,Eterna Bobcard,,
"Flat 10% OFF (up to Rs. 7,000)",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Jul/30c98bcb522eacf30577032cab4e0749.jpg,YRBOBCCEMI,https://www.yatra.com/offer/details/BOBCARD-emi-offers,Indian Navy Varunah Premium Bobcard,,
"Flat 10% OFF (up to Rs. 7,000)",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Jul/30c98bcb522eacf30577032cab4e0749.jpg,YRBOBCCEMI,https://www.yatra.com/offer/details/BOBCARD-emi-offers,CMA One Bobcard,,
"Flat 10% OFF (up to Rs. 7,000)",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Jul/30c98bcb522eacf30577032cab4e0749.jpg,YRBOBCCEMI,https://www.yatra.com/offer/details/BOBCARD-emi-offers,Bank of Baroda ETERNA Credit card,,
"Flat 10% OFF (up to Rs. 7,000)",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Jul/30c98bcb522eacf30577032cab4e0749.jpg,YRBOBCCEMI,https://www.yatra.com/offer/details/BOBCARD-emi-offers,ICSI Diamond Bobcard,,
"Flat 10% OFF (up to Rs. 7,000)",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Jul/30c98bcb522eacf30577032cab4e0749.jpg,YRBOBCCEMI,https://www.yatra.com/offer/details/BOBCARD-emi-offers,Bank of Baroda EASY Credit Card,,
"Flat 10% OFF (up to Rs. 7,000)",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Jul/30c98bcb522eacf30577032cab4e0749.jpg,YRBOBCCEMI,https://www.yatra.com/offer/details/BOBCARD-emi-offers,ICAI Exclusive Bobcard,,
"Flat 10% OFF (up to Rs. 7,000)",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Jul/30c98bcb522eacf30577032cab4e0749.jpg,YRBOBCCEMI,https://www.yatra.com/offer/details/BOBCARD-emi-offers,Assam Rifles The Sentinel Bobcard,,
"Flat 10% OFF (up to Rs. 7,000)",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Jul/30c98bcb522eacf30577032cab4e0749.jpg,YRBOBCCEMI,https://www.yatra.com/offer/details/BOBCARD-emi-offers,Indian Army Yoddha Bobcard,,
"Flat 10% OFF (up to Rs. 7,000)",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Jul/30c98bcb522eacf30577032cab4e0749.jpg,YRBOBCCEMI,https://www.yatra.com/offer/details/BOBCARD-emi-offers,HPCL BoB ENERGIE,,
"Flat 10% OFF (up to Rs. 7,000)",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Jul/30c98bcb522eacf30577032cab4e0749.jpg,YRBOBCCEMI,https://www.yatra.com/offer/details/BOBCARD-emi-offers,Prime Bobcard,,
"Flat 10% OFF (up to Rs. 7,000)",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Jul/30c98bcb522eacf30577032cab4e0749.jpg,YRBOBCCEMI,https://www.yatra.com/offer/details/BOBCARD-emi-offers,Swavlamban Bobcard,,
"Flat 10% OFF (up to Rs. 7,000)",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Jul/30c98bcb522eacf30577032cab4e0749.jpg,YRBOBCCEMI,https://www.yatra.com/offer/details/BOBCARD-emi-offers,IRCTC Bobcard,,
"Flat 10% OFF (up to Rs. 7,000)",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Jul/30c98bcb522eacf30577032cab4e0749.jpg,YRBOBCCEMI,https://www.yatra.com/offer/details/BOBCARD-emi-offers,Snapdeal Bobcard,,
"Flat 10% OFF (up to Rs. 7,000)",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Jul/30c98bcb522eacf30577032cab4e0749.jpg,YRBOBCCEMI,https://www.yatra.com/offer/details/BOBCARD-emi-offers,Unnati Bobcard,,
"Flat 10% OFF (up to Rs. 7,000)",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Jul/30c98bcb522eacf30577032cab4e0749.jpg,YRBOBCCEMI,https://www.yatra.com/offer/details/BOBCARD-emi-offers,Indian Coast Guard Rakshamah Bank of Baroda,,
"Flat 10% OFF (up to Rs. 7,000)",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Jul/30c98bcb522eacf30577032cab4e0749.jpg,YRBOBCCEMI,https://www.yatra.com/offer/details/BOBCARD-emi-offers,Bobcard Select,,
"Up to Rs. 6,500 OFF* + Additional savings on 3 month EMI tenure",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Oct/79ca1567cb10bf832dcca493357fd060.jpg,YTICICIEMI,https://www.yatra.com/offer/details/icici-bank-emi-offers,ICICI Bank Rubyx RuPay Credit Card,,
"Up to Rs. 6,500 OFF* + Additional savings on 3 month EMI tenure",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Oct/79ca1567cb10bf832dcca493357fd060.jpg,YTICICIEMI,https://www.yatra.com/offer/details/icici-bank-emi-offers,ICICI Bank Coral RuPay Credit Card,,
"Up to Rs. 6,500 OFF* + Additional savings on 3 month EMI tenure",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Oct/79ca1567cb10bf832dcca493357fd060.jpg,YTICICIEMI,https://www.yatra.com/offer/details/icici-bank-emi-offers,ICICI Bank HPCL Super Saver RuPay Credit Card,,
"Up to Rs. 6,500 OFF* + Additional savings on 3 month EMI tenure",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Oct/79ca1567cb10bf832dcca493357fd060.jpg,YTICICIEMI,https://www.yatra.com/offer/details/icici-bank-emi-offers,ICICI Bank Instant Platinum Credit Card,,
"Up to Rs. 6,500 OFF* + Additional savings on 3 month EMI tenure",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Oct/79ca1567cb10bf832dcca493357fd060.jpg,YTICICIEMI,https://www.yatra.com/offer/details/icici-bank-emi-offers,ICICI Bank Sapphiro Credit Card,,
"Up to Rs. 6,500 OFF* + Additional savings on 3 month EMI tenure",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Oct/79ca1567cb10bf832dcca493357fd060.jpg,YTICICIEMI,https://www.yatra.com/offer/details/icici-bank-emi-offers,ICICI Bank HPCL Super Saver Credit Card,,
"Up to Rs. 6,500 OFF* + Additional savings on 3 month EMI tenure",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Oct/79ca1567cb10bf832dcca493357fd060.jpg,YTICICIEMI,https://www.yatra.com/offer/details/icici-bank-emi-offers,Accelero ICICI Bank Credit Card,,
"Up to Rs. 6,500 OFF* + Additional savings on 3 month EMI tenure",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Oct/79ca1567cb10bf832dcca493357fd060.jpg,YTICICIEMI,https://www.yatra.com/offer/details/icici-bank-emi-offers,ICICI Bank Manchester United Platinum Credit Card,,
"Up to Rs. 6,500 OFF* + Additional savings on 3 month EMI tenure",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Oct/79ca1567cb10bf832dcca493357fd060.jpg,YTICICIEMI,https://www.yatra.com/offer/details/icici-bank-emi-offers,Amazon Pay ICICI Bank Credit Card,,
"Up to Rs. 6,500 OFF* + Additional savings on 3 month EMI tenure",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Oct/79ca1567cb10bf832dcca493357fd060.jpg,YTICICIEMI,https://www.yatra.com/offer/details/icici-bank-emi-offers,ICICI Bank Rubyx Credit Card,,
"Up to Rs. 6,500 OFF* + Additional savings on 3 month EMI tenure",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Oct/79ca1567cb10bf832dcca493357fd060.jpg,YTICICIEMI,https://www.yatra.com/offer/details/icici-bank-emi-offers,Adani One ICICI Platinum Credit Card,,
"Up to Rs. 6,500 OFF* + Additional savings on 3 month EMI tenure",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Oct/79ca1567cb10bf832dcca493357fd060.jpg,YTICICIEMI,https://www.yatra.com/offer/details/icici-bank-emi-offers,ICICI Bank Manchester United Signature Credit Card,,
"Up to Rs. 6,500 OFF* + Additional savings on 3 month EMI tenure",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Oct/79ca1567cb10bf832dcca493357fd060.jpg,YTICICIEMI,https://www.yatra.com/offer/details/icici-bank-emi-offers,ICICI Bank Expressions Credit Card,,
"Up to Rs. 6,500 OFF* + Additional savings on 3 month EMI tenure",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Oct/79ca1567cb10bf832dcca493357fd060.jpg,YTICICIEMI,https://www.yatra.com/offer/details/icici-bank-emi-offers,ICICI Parakram Credit Card,,
"Up to Rs. 6,500 OFF* + Additional savings on 3 month EMI tenure",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Oct/79ca1567cb10bf832dcca493357fd060.jpg,YTICICIEMI,https://www.yatra.com/offer/details/icici-bank-emi-offers,ICICI Bank Times Black Credit Card,,
"Up to Rs. 6,500 OFF* + Additional savings on 3 month EMI tenure",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Oct/79ca1567cb10bf832dcca493357fd060.jpg,YTICICIEMI,https://www.yatra.com/offer/details/icici-bank-emi-offers,Adani One ICICI Signature Credit Card,,
"Up to Rs. 6,500 OFF* + Additional savings on 3 month EMI tenure",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Oct/79ca1567cb10bf832dcca493357fd060.jpg,YTICICIEMI,https://www.yatra.com/offer/details/icici-bank-emi-offers,Chennai Super Kings ICICI Bank Credit Card,,
"Up to Rs. 6,500 OFF* + Additional savings on 3 month EMI tenure",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Oct/79ca1567cb10bf832dcca493357fd060.jpg,YTICICIEMI,https://www.yatra.com/offer/details/icici-bank-emi-offers,ICICI HPCL Coral Credit Card,,
"Up to Rs. 6,500 OFF* + Additional savings on 3 month EMI tenure",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Oct/79ca1567cb10bf832dcca493357fd060.jpg,YTICICIEMI,https://www.yatra.com/offer/details/icici-bank-emi-offers,ICICI Bank Coral Credit Card,,
"Up to Rs. 6,500 OFF* + Additional savings on 3 month EMI tenure",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Oct/79ca1567cb10bf832dcca493357fd060.jpg,YTICICIEMI,https://www.yatra.com/offer/details/icici-bank-emi-offers,ICICI Bank Emeralde Credit Card,,
"Up to Rs. 6,500 OFF* + Additional savings on 3 month EMI tenure",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Oct/79ca1567cb10bf832dcca493357fd060.jpg,YTICICIEMI,https://www.yatra.com/offer/details/icici-bank-emi-offers,ICICI Parakram Select Credit Card,,
"Up to Rs. 6,500 OFF* + Additional savings on 3 month EMI tenure",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Oct/79ca1567cb10bf832dcca493357fd060.jpg,YTICICIEMI,https://www.yatra.com/offer/details/icici-bank-emi-offers,Emirates Skywards Rubyx Credit Card,,
"Up to Rs. 6,500 OFF* + Additional savings on 3 month EMI tenure",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Oct/79ca1567cb10bf832dcca493357fd060.jpg,YTICICIEMI,https://www.yatra.com/offer/details/icici-bank-emi-offers,ICICI Bank Credit Card,,
"Up to Rs. 6,500 OFF* + Additional savings on 3 month EMI tenure",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Oct/79ca1567cb10bf832dcca493357fd060.jpg,YTICICIEMI,https://www.yatra.com/offer/details/icici-bank-emi-offers,MakeMyTrip ICICI Bank Platinum Credit Card,,
"Up to Rs. 6,500 OFF* + Additional savings on 3 month EMI tenure",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Oct/79ca1567cb10bf832dcca493357fd060.jpg,YTICICIEMI,https://www.yatra.com/offer/details/icici-bank-emi-offers,MakeMyTrip ICICI Bank Credit Card,,
"Up to Rs. 6,500 OFF* + Additional savings on 3 month EMI tenure",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Oct/79ca1567cb10bf832dcca493357fd060.jpg,YTICICIEMI,https://www.yatra.com/offer/details/icici-bank-emi-offers,ICICI Bank Platinum Chip Credit Card,,
"Up to Rs. 6,500 OFF* + Additional savings on 3 month EMI tenure",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Oct/79ca1567cb10bf832dcca493357fd060.jpg,YTICICIEMI,https://www.yatra.com/offer/details/icici-bank-emi-offers,Makemytrip ICICI Bank Signature Credit Card,,
"Up to Rs. 6,500 OFF* + Additional savings on 3 month EMI tenure",https://www.yatra.com/ythomepagecms/media/todayspick_home/2025/Oct/79ca1567cb10bf832dcca493357fd060.jpg,YTICICIEMI,https://www.yatra.com/offer/details/icici-bank-emi-offers,Emirates Skywards ICICI Bank Emerald Credit Card,,
Air Asia Explore Malaysia Sale,https://www.yatra.com/ythomepagecms/media/todayspick/2026/Jan/32ba3590ee2b9e790c2fd40594f5bf11.jpg,On International Flights,https://www.yatra.com/offer/details/air-asia-international-flight-offer,,,Yes
Korean Air Special Fare Sale,https://www.yatra.com/ythomepagecms/media/todayspick/2026/Jan/baa617b688c8c85c533255f87549abc1.jpg,On International Flights,https://www.yatra.com/offer/details/korean-air-sale,,,Yes
Air India New Route Alert,https://www.yatra.com/ythomepagecms/media/todayspick/2026/Jan/20a351d3d5fd2a7525c2787be607b75e.jpg,On International Flights,,,,Yes
Air Asia Special Discount on Baggage,https://www.yatra.com/ythomepagecms/media/todayspick/2025/Dec/bf9441413588d48da808f14beb119a4f.jpg,On International Flights,https://www.yatra.com/offer/details/air-asia-baggage-offer,,,Yes
Indigo New Route Alert,https://www.yatra.com/ythomepagecms/media/todayspick/2026/Jan/537b2480cbd98177f38d2a322e654db3.jpg,On International Flights,,,,Yes
Singapore Airlines Master Card Offers,https://www.yatra.com/ythomepagecms/media/todayspick/2026/Jan/5ea8b0bb5208c7c93f3df73070ad3006.jpg,YTSQ,https://www.yatra.com/offer/details/singapore-airlines-master-card-offers,,,
Airtel International Roaming,https://www.yatra.com/ythomepagecms/media/todayspick/2025/Dec/5767382936fbbd8a29698e5a333043a2.jpg,Get 5-day Roaming Pack @798,https://www.airtel.in/ir-packs/?utm_source=ir_brand&amp;utm_medium=Yatra&amp;utm_campaign=Yatra_IR-7_SearchersBookers_English_PostPaid_1x1&amp;utm_term=cpm&amp;utm_content=PostPaid_1x1,,,
United Airlines Discover USA and Beyond,https://www.yatra.com/ythomepagecms/media/todayspick/2025/Dec/c6c4f574a211467150024f906697b3c8.jpg,Fly Non stop from Delhi to New York/Newark,https://eng2e.seismic.com/i/8ceo8BUp5uXHEZBYNlauoFCAyDZ___RXPLUSSIGN4WUKJyGzAnl___oD6DAMM___Y1t___kOJCQDfc3xieePMrHjkuRP1fBvH9PLUSSIGN5ccUUpbbQTaOwSRi1cWnBbZfen7YwkZh___zjucVCtby45,,,
United Airlines ft.Spotify,https://www.yatra.com/ythomepagecms/media/todayspick/2025/Dec/840f77bc23c7700b6f3756235fcec07f.jpg,Press Play in The Sky,,,,
Air India Discover Special Fares,https://www.yatra.com/ythomepagecms/media/todayspick/2025/Dec/555bf6a86972ce2bcf83bf45a197e4ec.jpg,"Return Fares Starting @ 12,072*",,,,
"Up to 5,000 OFF* on Flights to Thailand",https://www.yatra.com/ythomepagecms/media/todayspick/2025/Nov/3e78460ae293512db4098ec6be808a12.jpg,,https://www.yatra.com/international-tour-packages/holidays-in-thailand?utm_source=banner&amp;utm_medium=banner&amp;utm_campaign=thailand_jmp,,,Yes
Indigo International Flight Sale,https://www.yatra.com/ythomepagecms/media/todayspick/2025/Oct/ab1642b5ae57110d6114b758a474beb5.jpg,On International Flights,https://www.yatra.com/offer/details/Indigo-international-flight-sale,,,Yes
Get Complete Health Analysis,https://www.yatra.com/ythomepagecms/media/todayspick/2025/May/135f0aca298824c7f534e16940b2947c.jpg,"Rs. 1599* only, includes 85 Tests",https://link.medibuddy.app/efXhgk1iZSb,,,Yes
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
