Offer,Description,Coupon Code,Eligible Credit Cards,Eligible Debit Cards,Net Banking,UPI,Non-Payments-Offers
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Canara Bank Rupay Platinum Secured Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Canara Bank Rupay Select Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Canara Bank Rupay Select Secured Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,CMA One Bobcard (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,CSC Small Business MoneyBack Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Fed Starbiz Rupay Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Federal Bank Rupay Signet Credit Card (RuPay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Federal Bank Scapia Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Federal Bank Wave Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Fibe Axis Bank Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,HDFC Bank Biz First Credit Card (RuPay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,HDFC Bank Biz Grow Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,HDFC Bank Biz Power Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,HDFC Bank UPI Rupay Biz Credit Card (RuPay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,HDFC Bank UPI RuPay Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,HDFC Bharat Credit Card (RuPay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,HDFC Pixel Go Credit Card (RuPay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,HDFC Pixel Play Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,HPCL Energie Bobcard (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,ICAI Exclusive Bobcard (RuPay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,ICICI Bank HPCL Super Saver Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,ICICI Bank Sapphiro Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,ICSI Diamond Bobcard (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,IDFC First Earn RuPay Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,IDFC First Power Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Indian Army Yoddha Bobcard (RuPay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Indian Coast Guard Rakshamah Bank of Baroda (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Indian Navy Varunah Premium Bobcard (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Indian Overseas Bank Classic Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,IndianOil Axis Bank Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Indianoil Kotak Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Indianoil RBL Bank Xtra Credit Card (RuPay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,IndusInd Bank Platinum RuPay Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Indusind Samman RuPay Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,IRCTC Bobcard (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,IRCTC RBL Bank Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,IRCTC SBI Card Premier (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,IRCTC SBI Card Rupay (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Ixigo AU Travel Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Karnataka Bank Simplysave SBI Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Kotak League Platinum Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Kotak Mojo Platinum Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Miles Elite SBI Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Myntra Kotak Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Paytm SBI Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,PNB EMT Rupay Platinum Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,PNB Patanjali Rupay Platinum Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,PNB Patanjali Rupay Select Card (RuPay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,PNB Rakshak Rupay Platinum Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,PNB Rupay Millennial Card (Rupay),,,Paytm UPI,
